name,neighbourhood_cleansed,price_USD,latitude,longitude,property_group,accommodates,listing_url,bathrooms,bedrooms,license,host_since,host_response_time,host_response_rate,host_acceptance_rate,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
2BR/1BA Guest Suite - Union Station,"Union Station, Stanton Park, Kingman Park",137,38.90192,-77.00103,Entire Properties,4,https://www.airbnb.com/rooms/1901631,1,2,with both hosted and unhosted license,2013-09-23,within an hour,100%,97%,4.91,4.86,4.95,4.98,4.97,4.85,4.82,1.57
Modern DC Northwest Apartment with Parking Spot,"North Cleveland Park, Forest Hills, Van Ness",149,38.95442,-77.07159,Entire Properties,3,https://www.airbnb.com/rooms/1936134,1,1,with hosted license,2013-11-14,within an hour,100%,100%,4.94,4.96,4.96,4.98,4.99,4.94,4.9,2.22
Top Two Floors - Vet Owned - 3 blocks to Capitol,"Capitol Hill, Lincoln Park",204,38.89014053344727,-77.00020599365234,Entire Properties,4,https://www.airbnb.com/rooms/1997483,1,2,no information,2013-11-27,within an hour,100%,94%,4.85,4.88,4.96,5,5,4.96,4.85,0.26
3 blocks to Capitol - Great Neighborhood- Gorgeous,"Capitol Hill, Lincoln Park",175,38.89068,-77.00155,Entire Properties,4,https://www.airbnb.com/rooms/2060129,1,1,no information,2013-11-27,within an hour,100%,94%,4.88,5,4.76,5,4.96,5,4.84,0.24
Cozy Pied-à-Terre @ Union Inn,"Union Station, Stanton Park, Kingman Park",180,38.9042,-77.00228,Entire Properties,5,https://www.airbnb.com/rooms/2098615,2.5,2,Exempt,2013-04-21,within an hour,100%,99%,4.81,4.79,4.7,4.96,4.95,4.87,4.75,1.33
Large bedroom in Cozy brick house,"Takoma, Brightwood, Manor Park",70,38.96725,-77.02451,Private room,1,https://www.airbnb.com/rooms/2111965,1,1,with hosted license,2013-10-10,within an hour,100%,89%,4.67,4.67,4.52,4.85,4.85,4.59,4.63,0.23
"Nice room for rent on 18th st, few mins to Dupont","Dupont Circle, Connecticut Avenue/K Street",55,38.90645,-77.03694,Private room,1,https://www.airbnb.com/rooms/2115421,1,1,no information,2010-12-10,within an hour,88%,67%,4.7,4.5,4.6,4.7,4.8,5,4.7,0.29
Secure Deluxe Room,"Brightwood Park, Crestwood, Petworth",74,38.94465,-77.01808,Private room,2,https://www.airbnb.com/rooms/2198232,1,1,with hosted license,2014-01-10,within an hour,100%,100%,4.8,4.91,4.76,4.94,4.84,4.51,4.81,2.03
"Modern, central studio with it all!","Shaw, Logan Circle",120,38.9136,-77.02838,Entire Properties,2,https://www.airbnb.com/rooms/2241400,1,1,Exempt,2011-07-04,within an hour,100%,94%,4.88,4.92,4.94,4.91,4.99,4.85,4.78,0.62
Renovated Condo in the Heart of DuPont Circle- 2 blks to Metro,"Dupont Circle, Connecticut Avenue/K Street",121,38.90887,-77.04234,Entire Properties,4,https://www.airbnb.com/rooms/2263350,1,1,no information,2009-05-18,within an hour,100%,99%,4.65,4.8,4.75,4.76,4.71,4.9,4.64,0.75
Charming Lincoln Park Apartment!,"Capitol Hill, Lincoln Park",160,38.8892,-76.98778,Entire Properties,4,https://www.airbnb.com/rooms/2277705,1,1,with hosted license,2014-01-25,within an hour,100%,100%,4.88,4.96,4.9,4.96,4.96,4.91,4.84,2.96
Beautiful Sunny Primary Bedroom Suite w/ Balcony,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",110,38.91105,-77.08691,Private room,2,https://www.airbnb.com/rooms/2285431,1.5,1,with hosted license,2011-06-25,within an hour,100%,100%,4.92,4.88,4.92,5,4.96,4.83,4.92,0.27
Lovely private room close to Dupont circle,"Dupont Circle, Connecticut Avenue/K Street",55,38.91496,-77.0425,Private room,1,https://www.airbnb.com/rooms/2304761,1,1,no information,2010-12-10,within an hour,88%,67%,4.73,4.73,4.3,4.91,4.73,5,4.55,0.12
Guest Suite in Columbia Heights-Noel's Place,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",115,38.93443,-77.03307,Entire Properties,2,https://www.airbnb.com/rooms/2318183,1,1,with unhosted license,2013-08-09,within an hour,100%,67%,4.89,4.87,4.89,4.89,4.96,4.67,4.78,0.38
Delightful historic flat minutes from Capitol Hill,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",200,38.87172,-76.97188,Entire Properties,7,https://www.airbnb.com/rooms/2340172,1,2,with hosted license,2012-11-06,within an hour,100%,100%,4.96,4.94,4.95,4.98,4.96,4.83,4.94,1.33
Bedroom in Capitol Hill row-house,"Union Station, Stanton Park, Kingman Park",86,38.89689,-76.99644,Private room,2,https://www.airbnb.com/rooms/2343987,1.5,1,Exempt,2014-02-05,within a few hours,100%,97%,4.77,4.86,4.66,4.83,4.82,4.9,4.79,3.99
One Bedroom for Rent in Rowhouse,"Edgewood, Bloomingdale, Truxton Circle, Eckington",59,38.9171,-77.00075,Private room,1,https://www.airbnb.com/rooms/2365726,1.5,1,with hosted license,2013-05-12,within an hour,100%,94%,4.86,4.88,4.87,4.89,4.89,4.59,4.78,1.12
Cozy Colonial N Convenient Location,"Colonial Village, Shepherd Park, North Portal Estates",160,38.98661,-77.03505,Private room,4,https://www.airbnb.com/rooms/2466942,2,3,with hosted license,2014-02-26,within an hour,100%,40%,4.95,4.86,4.91,4.93,5,4.88,4.91,0.45
Blazing WIFI 3 blocks to Capitol Gorgeous E Cap St,"Capitol Hill, Lincoln Park",258,38.89013,-77.00026,Entire Properties,4,https://www.airbnb.com/rooms/2476761,1,2,no information,2013-11-27,within an hour,100%,94%,4.92,4.92,4.9,4.92,4.92,4.96,4.7,0.71
Bedroom in NW DC,"Edgewood, Bloomingdale, Truxton Circle, Eckington",99,38.90641,-77.01277,Private room,2,https://www.airbnb.com/rooms/2477325,1.5,1,with hosted license,2014-01-22,within an hour,100%,99%,4.5,4.72,4.51,4.9,4.81,4.32,4.46,2.5
Cool small bedroom: most cntrl part of DC,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",88,38.90588,-77.01133,Private room,2,https://www.airbnb.com/rooms/2477330,1.5,1,with hosted license,2014-01-22,within an hour,100%,99%,4.52,4.64,4.51,4.85,4.82,4.4,4.46,2.55
Private room with single bed for solo guest,"Mayfair, Hillbrook, Mahaning Heights",27,38.90038,-76.94362,Private room,1,https://www.airbnb.com/rooms/2483191,1,1,no information,2012-01-05,within a few hours,100%,95%,4.8,4.73,4.63,4.93,4.93,4.4,4.77,0.24
Elegant B&B in Washington DC,"Kalorama Heights, Adams Morgan, Lanier Heights",275,38.91415,-77.04986,Private room and breakfast,2,https://www.airbnb.com/rooms/2501387,1,1,no information,2014-03-04,N/A,N/A,N/A,4.4,4.8,4.8,4.6,4.8,4.8,4.6,0.04
"Great Downtown Location, Fun Hosts+Daily Breakfast","Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",300,38.92696,-77.05303,Private room and breakfast,2,https://www.airbnb.com/rooms/2501531,1,1,Exempt,2014-03-04,a few days or more,25%,19%,5,5,5,5,5,5,4.8,0.1
Night Sky room next to Metro,"Douglas, Shipley Terrace",99,38.84348,-76.97886,Private room,5,https://www.airbnb.com/rooms/2523708,2.5,1,no information,2013-06-21,within a few hours,75%,90%,4.64,4.75,4.57,4.79,4.76,4.62,4.64,1.22
Cozy room in NW Washington,"Takoma, Brightwood, Manor Park",68,38.96696,-77.0249,Private room,2,https://www.airbnb.com/rooms/2547672,1,1,with hosted license,2013-10-10,within an hour,100%,89%,4.78,4.85,4.5,4.93,4.85,4.59,4.78,0.23
Nice cozy room next to the petworth Metro,"Brightwood Park, Crestwood, Petworth",32,38.9383,-77.02306,Private room,1,https://www.airbnb.com/rooms/2657916,2,1,no information,2010-12-10,within an hour,88%,67%,4.57,4.63,4.09,4.69,4.71,4.86,4.6,0.3
Beautiful Georgetown House w Patio,"Georgetown, Burleith/Hillandale",300,38.9147,-77.06922,Entire Properties,6,https://www.airbnb.com/rooms/2685655,1.5,2,with unhosted license,2012-06-06,within a few hours,90%,60%,4.78,4.7,4.64,4.91,5,4.89,4.64,0.53
Sundrenched 1BR Dupont Circle,"Dupont Circle, Connecticut Avenue/K Street",100,38.91391,-77.04235,Entire Properties,4,https://www.airbnb.com/rooms/2694647,1,1,no information,2012-03-05,within an hour,80%,100%,4.72,4.83,4.76,4.84,4.83,4.98,4.7,3.3
"Capitol Hill elegant, charming room","Capitol Hill, Lincoln Park",78,38.88488,-76.98904,Private room,2,https://www.airbnb.com/rooms/2791050,1,1,with hosted license,2014-04-14,within an hour,98%,99%,4.93,4.95,4.88,4.96,4.97,4.93,4.93,5.68
New studio/carriage house w/parking,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",101,38.92986,-77.04216,Entire Properties,2,https://www.airbnb.com/rooms/2874685,1,1,with hosted license,2014-04-24,within an hour,100%,55%,4.48,4.62,4.67,4.76,4.73,4.74,4.52,0.54
Dupont Adams Morgan Townhouse Long term,"Dupont Circle, Connecticut Avenue/K Street",80,38.91435,-77.04064,Private room,1,https://www.airbnb.com/rooms/2964999,2.5,1,with hosted license,2013-03-16,within an hour,100%,97%,4.77,4.77,4.36,4.86,4.91,4.95,4.64,0.19
Attractive 2 Twin Beds Near Capitol,"Capitol Hill, Lincoln Park",70,38.88488,-76.98904,Private room,2,https://www.airbnb.com/rooms/3103276,1,1,with hosted license,2014-04-14,within an hour,98%,99%,4.88,4.92,4.83,4.95,4.96,4.92,4.87,5.56
Charming English Basement w/ parking,"Brookland, Brentwood, Langdon",95,38.91969009148916,-76.98726440199788,Entire Properties,2,https://www.airbnb.com/rooms/3119991,1,1,no information,2014-05-19,within an hour,100%,80%,4.67,4.76,4.91,4.89,4.87,3.93,4.43,0.38
Best location! — cute 1BR downtown — Logan Circle,"Shaw, Logan Circle",145,38.90982,-77.03225,Entire Properties,3,https://www.airbnb.com/rooms/3136813,1,1,with hosted license,2014-05-03,within an hour,100%,99%,4.68,4.71,4.67,4.94,4.94,4.97,4.66,3.53
The Urban Sanctuary - Professionally Cleaned!,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",134,38.93345,-77.02832,Entire Properties,4,https://www.airbnb.com/rooms/3175218,1,1,with hosted license,2013-04-17,within an hour,100%,99%,4.95,4.95,4.97,4.98,4.99,4.86,4.88,3.25
Capitol Hill Boutique Stay feat. Washington Post,"Union Station, Stanton Park, Kingman Park",145,38.89267,-76.9939,Entire Properties,2,https://www.airbnb.com/rooms/3199232,1,1,with hosted license,2014-05-31,within an hour,100%,99%,4.97,4.99,4.99,5,5,4.96,4.95,1.26
"Comfy 1 br apt near H St, Gallaudet & Union Market","Ivy City, Arboretum, Trinidad, Carver Langston",92,38.90353,-76.99023,Entire Properties,2,https://www.airbnb.com/rooms/3201115,1,1,with hosted license,2014-04-10,within an hour,100%,100%,4.62,4.81,4.64,4.88,4.89,4.5,4.68,3.03
Modern urban oasis: nr Metro+freePrkg,"Brookland, Brentwood, Langdon",40,38.91963,-76.98146,Private room,1,https://www.airbnb.com/rooms/3237702,1.5,1,no information,2013-07-26,within an hour,90%,86%,4.63,4.38,4.5,4.75,4.88,4.25,4.63,0.07
Capitol Hill luxury English basment,"Union Station, Stanton Park, Kingman Park",150,38.90501,-76.99994,Entire Properties,4,https://www.airbnb.com/rooms/3317645,1,1,with hosted license,2014-06-13,within an hour,100%,96%,4.9,4.93,4.92,4.92,4.94,4.79,4.85,5.02
Capitol Hill Rowhouse Main Bedroom +bath,"Union Station, Stanton Park, Kingman Park",128,38.90329,-77.00347,Private room,1,https://www.airbnb.com/rooms/3526640,1.5,1,with hosted license,2014-06-29,within an hour,100%,100%,5,5,5,5,5,4.8,5,0.05
"Gorgeous on Capitol Hill, Metro!","Union Station, Stanton Park, Kingman Park",119,38.90141,-77.00233,Private room,1,https://www.airbnb.com/rooms/3538921,1.5,1,with hosted license,2014-06-29,within an hour,100%,100%,4.8,4.8,4.77,4.84,4.92,4.75,4.75,0.5
"Sunny ground floor Apt-pet friendly, free parking","Union Station, Stanton Park, Kingman Park",130,38.89409680871807,-76.97554383287732,Entire Properties,3,https://www.airbnb.com/rooms/3544432,1,2,with hosted license,2013-11-29,within an hour,100%,50%,4.76,4.83,4.83,4.98,4.88,4.6,4.6,0.47
Beautiful Upper Level 1BR in Downtown DC,"Shaw, Logan Circle",146,38.90708,-77.02728,Entire Properties,2,https://www.airbnb.com/rooms/3601131,1,1,with both hosted and unhosted license,2014-04-18,within an hour,100%,99%,4.79,4.93,4.59,4.84,4.9,4.81,4.76,1.56
Charming furnished studio - metro,"Friendship Heights, American University Park, Tenleytown",95,38.94285,-77.07665,Entire Properties,2,https://www.airbnb.com/rooms/3604624,1,1,no information,2014-07-08,within an hour,100%,91%,4.55,4.78,4.71,4.84,4.81,4.92,4.66,0.88
Charming English Bsmt Apt- 2 bedroom,"Edgewood, Bloomingdale, Truxton Circle, Eckington",154,38.91587,-77.01432,Entire Properties,5,https://www.airbnb.com/rooms/3627430,1,2,with hosted license,2013-04-10,within an hour,100%,96%,4.6,4.77,4.64,4.85,4.83,4.73,4.64,3.8
Comfortable Studio Apartment,"Capitol View, Marshall Heights, Benning Heights",72,38.88296,-76.941,Entire Properties,4,https://www.airbnb.com/rooms/3633359,1,1,with hosted license,2013-02-11,within an hour,100%,100%,4.97,4.97,4.94,4.97,5,4.78,4.97,6.02
Capitol Hill family friendly for 4 w/ treehouse,"Capitol Hill, Lincoln Park",134,38.88426,-76.97856,Entire Properties,4,https://www.airbnb.com/rooms/3635540,1,1,with hosted license,2014-07-18,within an hour,100%,100%,4.91,4.94,4.89,4.96,4.96,4.85,4.89,1.69
"Cozy Base w/Family by Union Station, Private Bath","Union Station, Stanton Park, Kingman Park",96,38.89562,-76.99759,Private room,2,https://www.airbnb.com/rooms/3637629,1,1,with hosted license,2013-10-29,within an hour,100%,100%,4.83,4.9,4.83,4.92,4.89,4.94,4.83,2.3
Charming Studio Apartment,"Georgetown, Burleith/Hillandale",167,38.91356,-77.06409,Entire Properties,3,https://www.airbnb.com/rooms/3651862,1,2,with hosted license,2014-07-20,within an hour,100%,92%,4.85,4.89,4.9,4.82,4.9,4.97,4.82,3.27
Calm Here- 1 Bedroom and Bathroom,"Capitol Hill, Lincoln Park",100,38.88893117823924,-76.96858955755263,Private room,2,https://www.airbnb.com/rooms/3674676,1,1,with both hosted and unhosted license,2014-07-22,within an hour,100%,100%,5,4.67,5,5,5,4.67,4.67,0.2
Cozy room 20 seconds walk to the Petworth metro.,"Brightwood Park, Crestwood, Petworth",35,38.93641,-77.02515,Private room,1,https://www.airbnb.com/rooms/3760995,2,1,no information,2010-12-10,within an hour,88%,67%,4.13,4.31,3.94,4.63,4.56,4.75,4,0.15
Lovely Room next to the petworth Metro station,"Brightwood Park, Crestwood, Petworth",35,38.93712,-77.02311,Private room,1,https://www.airbnb.com/rooms/3761001,2.5,1,no information,2010-12-10,within an hour,88%,67%,4.31,4.54,3.92,4.38,4.77,4.54,4.46,0.11
Top Rated DC airbnb,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",120,38.92995,-77.09986,Entire Properties,4,https://www.airbnb.com/rooms/3767679,1,1,with hosted license,2014-08-01,within an hour,100%,100%,4.7,4.71,4.88,4.88,4.94,4.83,4.68,1.64
1 BR Zen Penthouse,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",95,38.93014,-77.03819,Entire Properties,4,https://www.airbnb.com/rooms/3810218,1,1,no information,2013-10-12,within an hour,100%,100%,4.9,4.97,4.93,4.94,4.96,4.92,4.81,2.68
Ideal Double Occupancy Room,"Howard University, Le Droit Park, Cardozo/Shaw",159,38.91701,-77.01559,Private room,3,https://www.airbnb.com/rooms/3821950,1,1,with hosted license,2014-07-30,within a few hours,100%,96%,4.81,4.76,4.67,4.9,4.86,4.86,4.62,0.19
Open Style Shared 3 Walls & Divider,"Edgewood, Bloomingdale, Truxton Circle, Eckington",99,38.91551,-77.01356,Shared room,1,https://www.airbnb.com/rooms/3822015,1,1,with both hosted and unhosted license,2014-07-30,within a few hours,100%,96%,3.17,3.5,3.83,4.5,4.33,4.67,3.17,0.05
Charming Private Room w/ Queen Bed,"Howard University, Le Droit Park, Cardozo/Shaw",166,38.91518,-77.01494,Private room,1,https://www.airbnb.com/rooms/3822134,1.5,1,with both hosted and unhosted license,2014-07-30,within a few hours,100%,96%,4.5,4.43,4.57,5,4.43,4.71,4.29,0.09
Newly renovated attic bedroom,"Takoma, Brightwood, Manor Park",75,38.96849,-77.02665,Private room,2,https://www.airbnb.com/rooms/3851703,1,1,with hosted license,2013-10-10,within an hour,100%,89%,4.86,4.71,4.59,4.86,4.93,4.68,4.79,0.25
Patio with Wonderful Apartment!,"Dupont Circle, Connecticut Avenue/K Street",145,38.91503,-77.0406,Entire Properties,2,https://www.airbnb.com/rooms/3861766,1,1,with hosted license,2013-08-23,within an hour,100%,100%,4.93,4.94,4.95,4.98,4.95,4.96,4.89,1.61
UpTown NW DC Master Suite,"Takoma, Brightwood, Manor Park",54,38.96133,-77.02056,Private room,2,https://www.airbnb.com/rooms/3884614,1.5,1,no information,2011-09-24,within a few hours,100%,100%,5,5,5,5,5,5,5,0.01
Furnished row house 3BR/2BA,"Cathedral Heights, McLean Gardens, Glover Park",253,38.91857,-77.07399,Entire Properties,9,https://www.airbnb.com/rooms/3894739,2,3,with both hosted and unhosted license,2011-12-14,within an hour,100%,91%,5,5,5,4.94,4.97,5,5,6.37
New apartment in historic row home,"Edgewood, Bloomingdale, Truxton Circle, Eckington",175,38.91173,-77.00862,Entire Properties,4,https://www.airbnb.com/rooms/3897112,1,1,with both hosted and unhosted license,2011-04-01,within a few hours,100%,87%,4.97,4.98,4.99,4.98,4.97,4.71,4.9,0.86
"Large Apt in Historic Home, Central, Convention Ct","Shaw, Logan Circle",115,38.90593,-77.02447,Entire Properties,5,https://www.airbnb.com/rooms/3898306,1,1,no information,2009-05-18,within an hour,100%,99%,4.72,4.79,4.75,4.79,4.8,4.92,4.68,0.8
Quiet Block in the Middle of It All - Patio! 🔔,"Dupont Circle, Connecticut Avenue/K Street",165,38.91502,-77.04245,Entire Properties,2,https://www.airbnb.com/rooms/3907276,1,1,with both hosted and unhosted license,2014-08-18,within an hour,100%,98%,4.88,4.83,4.78,4.93,5,5,4.84,0.59
"Outdoor paradise, FREE Prking, metro, Capital Hill","Brookland, Brentwood, Langdon",75,38.92153,-76.98008,Entire Properties,3,https://www.airbnb.com/rooms/3912498,1,3,no information,2013-07-26,within an hour,90%,86%,4.72,4.52,4.56,4.84,4.88,4.48,4.56,0.22
Upscale DuPont-Kalorama Area Balcony+Driveway Opt!,"Kalorama Heights, Adams Morgan, Lanier Heights",135,38.9139,-77.04834,Entire Properties,2,https://www.airbnb.com/rooms/3996972,1.5,1,no information,2012-01-27,within an hour,100%,89%,4.92,4.89,4.97,5,5,4.95,4.63,0.33
Dupont Circle Townhouse 3,"Dupont Circle, Connecticut Avenue/K Street",150,38.91435,-77.04064,Private room,2,https://www.airbnb.com/rooms/4022565,2.5,1,with hosted license,2013-03-16,within an hour,100%,97%,4.64,4.52,4.48,4.75,4.76,4.92,4.56,0.21
"Sunny, Airy Room at Dawn's House","Colonial Village, Shepherd Park, North Portal Estates",300,38.98326,-77.04009,Private room,1,https://www.airbnb.com/rooms/4024085,1.5,1,no information,2013-10-22,N/A,N/A,N/A,4.64,4.95,4.47,4.89,4.85,4.5,4.6,0.18
Large sunny room at Dawn's House,"Colonial Village, Shepherd Park, North Portal Estates",300,38.98452,-77.04007,Private room,1,https://www.airbnb.com/rooms/4025236,1.5,1,no information,2013-10-22,N/A,N/A,N/A,4.78,4.81,4.7,4.89,4.96,4.7,4.74,0.23
Sunny Room at Dawn's House,"Colonial Village, Shepherd Park, North Portal Estates",300,38.9826,-77.04024,Private room,1,https://www.airbnb.com/rooms/4025438,1.5,1,no information,2013-10-22,N/A,N/A,N/A,4.94,5,4.67,5,5,4.72,4.94,0.15
"Spacious, bright Petworth 1BR, off-street parking","Brightwood Park, Crestwood, Petworth",70,38.95877,-77.02372,Entire Properties,2,https://www.airbnb.com/rooms/4054129,1,1,no information,2013-07-29,within an hour,100%,75%,4.83,4.93,4.79,4.97,4.97,4.72,4.86,0.46
Cozy Apt one bedroom Street level in Dupont Circle,"Dupont Circle, Connecticut Avenue/K Street",97,38.91367,-77.0424,Entire Properties,2,https://www.airbnb.com/rooms/4083095,1,1,with hosted license,2014-09-09,within an hour,100%,88%,4.91,4.94,4.89,4.97,4.97,4.98,4.91,3.64
The best room for a solo traveller!,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",79,38.90411,-77.01351,Private room,1,https://www.airbnb.com/rooms/4204367,1.5,1,with hosted license,2014-01-22,within an hour,100%,99%,4.56,4.78,4.62,4.85,4.83,4.38,4.61,2.52
Dupont Circle Townhouse 2,"Dupont Circle, Connecticut Avenue/K Street",175,38.91435,-77.04064,Private room,2,https://www.airbnb.com/rooms/4218583,2.5,1,with hosted license,2013-03-16,within an hour,100%,97%,4.61,4.57,4.22,4.83,4.91,5,4.52,0.2
06. Just the perfect room in SW DC,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",95,38.87083,-77.01369,Private room,3,https://www.airbnb.com/rooms/4231934,2,1,with hosted license,2012-09-25,within an hour,100%,100%,4.52,4.68,4.52,4.87,4.81,4.3,4.46,4.42
Front Suite(1BD/1BA) *Convention Center/DT/Metro,"Shaw, Logan Circle",71,38.91243,-77.021,Private room,2,https://www.airbnb.com/rooms/4244705,1,1,with hosted license,2014-09-18,within an hour,100%,100%,4.85,4.88,4.86,4.92,4.92,4.73,4.73,4.2
